seq	len
SN:GCA_001800605.1	2448
SN:GCA_002220635.1	922
SN:GCA_002223215.1	910
SN:GCA_900511265.1	922
SN:GCA_002018895.1	2472
SN:GCA_900111015.1	895
SN:GCA_004209775.1	160
SN:GCA_001897445.1	2427
SN:GCA_004010315.1	154
SN:GCA_005781565.1	922
SN:GCA_004308085.1	922
SN:GCA_003096035.1	1851
SN:GCA_003096035.2	1941
SN:GCA_003944345.1	151
SN:GCA_005048965.1	1935
SN:GCA_004353915.1	910
SN:GCA_005234325.1	1947
SN:GCA_003459375.1	1926
SN:GCA_003459375.2	151
SN:GCA_002014925.1	151
SN:GCA_004120535.1	1914
SN:GCA_002866425.1	151
SN:GCA_003352465.1	591
SN:GCA_003352465.2	1938
SN:GCA_003815975.1	1935
SN:GCA_003815975.2	1890
SN:GCA_002287825.1	922
SN:GCA_004339465.1	430
SN:GCA_004339465.2	151
SN:GCA_900112835.1	154
SN:GCA_002856295.1	922
SN:GCA_003605455.1	151
SN:GCA_900514855.1	922
SN:GCA_900142945.1	1845
SN:GCA_900142945.2	1941
SN:GCA_900119175.1	154
SN:GCA_003854275.1	910
SN:GCA_004217545.1	1962
SN:GCA_004217545.2	2058
SN:GCA_003610085.1	922
SN:GCA_002934225.1	922
SN:GCA_004300245.1	1947
SN:GCA_002015085.1	2433
SN:GCA_004771195.1	1941
SN:GCA_003461285.1	1935
SN:GCA_005670675.1	2013
SN:GCA_002257695.1	1917
SN:GCA_003268995.1	949
SN:GCA_003991905.1	3246
SN:GCA_003384775.1	1935
SN:GCA_003384775.2	1890
SN:GCA_900110555.1	2046
SN:GCA_900111945.1	154
SN:GCA_003664305.1	154
SN:GCA_004960875.1	922
SN:GCA_003473545.1	421
SN:GCA_003473545.2	1920
SN:GCA_005146485.1	922
SN:GCA_005239035.1	2145
SN:GCA_900513115.1	922
SN:GCA_900130015.1	1977
SN:GCA_900130015.2	922
SN:GCA_002281265.1	919
SN:GCA_002571725.1	1929
SN:GCA_005235665.1	1947
SN:GCA_003026215.1	154
SN:GCA_900012605.1	421
SN:GCA_900012605.2	154
SN:GCA_003022385.1	160
SN:GCA_003999485.1	154
SN:GCA_003699735.1	922
SN:GCA_003987095.1	154
SN:GCA_005864145.1	1950
SN:GCA_004960695.1	922
SN:GCA_005048575.1	889
SN:GCA_004005945.1	154
SN:GCA_002840975.1	1866
SN:GCA_002840975.2	1965
SN:GCA_003960045.1	2310
SN:GCA_003960045.2	1512
SN:GCA_900510365.1	922
SN:GCA_003460545.1	1977
SN:GCA_003460545.2	1983
SN:GCA_003433925.1	1914
SN:GCA_003433925.2	151
SN:GCA_003433925.3	163
SN:GCA_003426305.1	594
SN:GCA_003426305.2	2415
SN:GCA_004014695.1	978
SN:GCA_004014695.2	154
SN:GCA_002866165.1	151
SN:GCA_003344785.1	154
SN:GCA_003344785.2	424
SN:GCA_004961315.1	922
SN:GCA_002861415.1	442
SN:GCA_002861415.2	1998
SN:GCA_001994015.1	1200
SN:GCA_001994015.2	642
SN:GCA_001994015.3	318
SN:GCA_002256225.1	2499
SN:GCA_002859085.1	154
SN:GCA_002947975.1	922
SN:GCA_900501125.1	922
SN:GCA_005785615.1	151
SN:GCA_002288385.1	2112
SN:GCA_002288385.2	1962
SN:GCA_002095435.1	2163
SN:GCA_003194495.1	2421
SN:GCA_005518915.1	922
SN:GCA_004078575.1	2124
SN:GCA_004078575.2	2106
SN:GCA_002896875.1	1938
SN:GCA_005038095.1	922
SN:GCA_002002485.1	2460
SN:GCA_004005375.1	2421
SN:GCA_002847555.1	2028
SN:GCA_002847555.2	2253
SN:GCA_002954685.1	1938
SN:GCA_006265115.1	154
SN:GCA_900095795.1	1857
SN:GCA_900095795.2	151
SN:GCA_002811065.1	1872
SN:GCA_002811065.2	151
SN:GCA_003814875.1	1167
SN:GCA_003814875.2	2064
SN:GCA_003814875.3	2124
SN:GCA_003999255.1	1920
SN:GCA_900451145.1	910
SN:GCA_005045285.1	922
SN:GCA_005398325.1	922
SN:GCA_003545355.1	2616
SN:GCA_004135455.1	154
SN:GCA_001924925.1	2415
SN:GCA_004564215.1	2460
SN:GCA_001808025.1	421
SN:GCA_001808025.2	1854
SN:GCA_900104055.1	154
SN:GCA_900188145.1	1980
SN:GCA_900188145.2	154
SN:GCA_002117225.1	1944
SN:GCA_003920555.1	922
SN:GCA_002686175.1	2532
SN:GCA_002686175.2	433
SN:GCA_003004465.1	154
SN:GCA_002238255.1	922
SN:GCA_900452395.1	2418
SN:GCA_003996985.1	1962
SN:GCA_003996985.2	1833
SN:GCA_003700105.1	922
SN:GCA_002781785.1	2040
SN:GCA_002280885.1	901
SN:GCA_002189065.1	2415
SN:GCA_001953575.1	2412
SN:GCA_002224125.1	2043
SN:GCA_002224125.2	2133
SN:GCA_002224125.3	2034
SN:GCA_002224125.4	2112
SN:GCA_003205315.1	154
SN:GCA_900515815.1	922
SN:GCA_900156735.1	1887
SN:GCA_900156735.2	1935
SN:GCA_000980075.1	154
SN:GCA_004310685.1	2088
SN:GCA_004310685.2	2070
SN:GCA_004830885.1	922
SN:GCA_900141745.1	910
SN:GCA_003471195.1	1971
SN:GCA_003471195.2	2013
SN:GCA_003234365.1	2004
SN:GCA_003234365.2	2127
SN:GCA_003386655.1	2043
SN:GCA_005392005.1	922
SN:GCA_002870725.1	1938
SN:GCA_900156535.1	154
SN:GCA_900156535.2	424
SN:GCA_900576535.1	1953
SN:GCA_002300315.1	2055
SN:GCA_002300315.2	2121
SN:GCA_003693265.1	154
SN:GCA_003499885.1	922
SN:GCA_900508275.1	922
SN:GCA_002778325.1	919
SN:GCA_003075525.1	154
SN:GCA_004341085.1	154
SN:GCA_004341085.2	433
SN:GCA_002238145.1	1053
SN:GCA_002238145.2	1938
SN:GCA_002866025.1	1911
SN:GCA_005861385.1	1935
SN:GCA_003469915.1	1950
SN:GCA_900100445.1	1899
SN:GCA_900100445.2	1959
SN:GCA_900102465.1	925
SN:GCA_002186515.1	922
SN:GCA_001855735.1	1953
SN:GCA_002532005.1	2428
SN:GCA_002532005.2	424
SN:GCA_002077415.1	1947
SN:GCA_002086275.1	154
SN:GCA_003650185.1	1929
SN:GCA_900460025.1	151
SN:GCA_900515405.1	922
SN:GCA_001897525.1	1896
SN:GCA_001897525.2	1983
SN:GCA_900129615.1	154
SN:GCA_900460395.1	922
SN:GCA_003040195.1	1923
SN:GCA_900451765.1	922
SN:GCA_900451265.1	922
SN:GCA_003604025.1	1929
SN:GCA_003604025.2	1980
SN:GCA_003513495.1	1935
SN:GCA_002441825.1	1956
SN:GCA_005518225.1	154
SN:GCA_004010555.1	183
SN:GCA_004010555.2	154
SN:GCA_900129565.1	922
SN:GCA_006088795.1	1923
SN:GCA_006088795.2	1917
SN:GCA_002103895.1	1908
SN:GCA_001897425.1	2130
SN:GCA_003533445.1	1917
SN:GCA_003533445.2	348
SN:GCA_003864275.1	154
SN:GCA_003434705.1	1947
SN:GCA_002759055.1	427
SN:GCA_002759055.2	904
SN:GCA_900501685.1	922
SN:GCA_002093745.1	922
SN:GCA_002811945.1	1920
SN:GCA_002811945.2	2127
SN:GCA_004960965.1	922
SN:GCA_005044105.1	922
SN:GCA_901472535.1	1503
SN:GCA_901472535.2	207
SN:GCA_901472535.3	282
SN:GCA_002300355.1	2067
SN:GCA_002300355.2	2109
SN:GCA_005886515.1	922
SN:GCA_004347605.1	1965
SN:GCA_004347605.2	1878
SN:GCA_004799035.1	154
SN:GCA_005819095.1	151
SN:GCA_003585795.1	2415
SN:GCA_003585795.2	1716
SN:GCA_002863585.1	154
SN:GCA_005784575.1	151
SN:GCA_003967355.1	2037
SN:GCA_003967355.2	1161
SN:GCA_003967355.3	2028
SN:GCA_003967355.4	2121
SN:GCA_900507315.1	922
SN:GCA_900460675.1	154
SN:GCA_004100305.1	922
SN:GCA_900100005.1	154
SN:GCA_003977875.1	2085
SN:GCA_003977875.2	2124
SN:GCA_003977875.3	1173
SN:GCA_004103615.1	154
SN:GCA_900514125.1	922
SN:GCA_001969445.1	2118
SN:GCA_001969445.2	2118
SN:GCA_003173795.1	922
SN:GCA_003998735.1	154
SN:GCA_900513185.1	922
SN:GCA_002690135.1	154
SN:GCA_003226385.1	1908
SN:GCA_003012745.1	2448
SN:GCA_002102475.1	1902
SN:GCA_005781975.1	922
SN:GCA_003315515.1	922
SN:GCA_003385575.1	154
SN:GCA_003712005.1	922
SN:GCA_900512925.1	922
SN:GCA_003241285.1	154
SN:GCA_002876645.1	922
SN:GCA_003053985.1	883
SN:GCA_900156045.1	1932
SN:GCA_002999475.1	1947
SN:GCA_003435485.1	1941
SN:GCA_003435485.2	924
SN:GCA_004333235.1	2139
SN:GCA_004333235.2	2319
SN:GCA_002935745.1	922
SN:GCA_003284935.1	2034
SN:GCA_002702655.1	2547
SN:GCA_001807465.1	2253
SN:GCA_001807465.2	2028
SN:GCA_002269505.1	154
SN:GCA_001837325.1	1953
SN:GCA_005786405.1	151
SN:GCA_004120295.1	1029
SN:GCA_004120295.2	1950
SN:GCA_003751625.1	922
SN:GCA_003577345.1	409
SN:GCA_001975795.1	421
SN:GCA_001975795.2	154
SN:GCA_005887465.1	154
SN:GCA_001949975.1	1947
SN:GCA_003248785.1	154
SN:GCA_005145945.1	922
SN:GCA_002223355.1	910
SN:GCA_003692845.1	1965
SN:GCA_003614235.1	1911
SN:GCA_002283465.1	922
SN:GCA_900513925.1	922
SN:GCA_900100865.1	2058
SN:GCA_900100865.2	1938
SN:GCA_003486305.1	160
SN:GCA_003990195.1	928
SN:GCA_003701705.1	922
SN:GCA_900459315.1	1965
SN:GCA_900107695.1	2436
SN:GCA_900043725.1	151
SN:GCA_004023345.1	154
SN:GCA_900111645.1	154
SN:GCA_900503295.1	922
SN:GCA_002550895.1	1929
SN:GCA_002256115.1	907
SN:GCA_003674095.1	1986
SN:GCA_003674095.2	2022
SN:GCA_002550475.1	1929
SN:GCA_003626955.1	1929
SN:GCA_002717565.1	1941
SN:GCA_003482185.1	1992
SN:GCA_003482185.2	151
SN:GCA_900508195.1	922
SN:GCA_900110975.1	1929
SN:GCA_900187005.1	1923
SN:GCA_004005905.1	154
SN:GCA_006225375.1	889
SN:GCA_003612065.1	154
SN:GCA_003612065.2	1932
SN:GCA_002811195.1	916
SN:GCA_003598715.1	2043
SN:GCA_003059485.1	2322
SN:GCA_004801065.1	922
SN:GCA_002270295.1	922
SN:GCA_005046995.1	889
SN:GCA_900446855.1	1935
SN:GCA_900446855.2	1887
SN:GCA_002529455.1	1938
SN:GCA_002529455.2	2106
SN:GCA_005884045.1	922
SN:GCA_004795515.1	922
SN:GCA_900447915.1	922
SN:GCA_004012895.1	2322
SN:GCA_900108565.1	2028
SN:GCA_900108565.2	1923
SN:GCA_002281195.1	928
SN:GCA_006364355.1	154
SN:GCA_002252815.1	154
SN:GCA_003603335.1	1929
SN:GCA_003603335.2	1980
SN:GCA_002849695.1	418
SN:GCA_002849695.2	1872
SN:GCA_003219815.1	2112
SN:GCA_003219815.2	2157
SN:GCA_006350675.1	922
SN:GCA_900506205.1	922
SN:GCA_001905855.1	2124
SN:GCA_001905855.2	2070
SN:GCA_001905855.3	645
SN:GCA_005233865.1	1953
SN:GCA_003935715.1	919
SN:GCA_002943465.1	907
SN:GCA_003011855.1	1923
SN:GCA_003011855.2	421
SN:GCA_900108915.1	2418
SN:GCA_900104515.1	928
SN:GCA_001900535.1	922
SN:GCA_003703395.1	922
SN:GCA_900168135.1	2109
SN:GCA_900168135.2	2100
SN:GCA_004364165.1	1941
SN:GCA_005765165.1	415
SN:GCA_002324915.1	154
SN:GCA_900115625.1	1938
SN:GCA_003151175.1	2418
SN:GCA_002557845.1	1929
SN:GCA_002582825.1	1929
SN:GCA_001890925.1	2418
SN:GCA_002940565.1	154
SN:GCA_004193325.1	2538
SN:GCA_004193325.2	1737
SN:GCA_002554365.1	2415
SN:GCA_001813495.1	1935
SN:GCA_900221005.1	2037
SN:GCA_004018255.1	154
SN:GCA_002553735.1	1965
SN:GCA_001885945.1	1950
SN:GCA_003298505.1	154
SN:GCA_003222505.1	970
SN:GCA_003222505.2	1011
SN:GCA_003222505.3	1920
SN:GCA_004342885.1	1914
SN:GCA_900618075.1	1923
SN:GCA_003989295.1	2076
SN:GCA_003989295.2	2118
SN:GCA_002368155.1	1938
SN:GCA_900156155.1	898
SN:GCA_900502035.1	922
SN:GCA_003634635.1	922
SN:GCA_001811305.1	1947
SN:GCA_003524185.1	1836
SN:GCA_003524185.2	1965
SN:GCA_900636875.1	160
SN:GCA_002014985.1	151
SN:GCA_001484135.1	2322
SN:GCA_005636075.1	922
SN:GCA_900141955.1	1851
SN:GCA_900141955.2	1941
SN:GCA_005045215.1	922
SN:GCA_003859555.1	1953
SN:GCA_003315415.1	448
SN:GCA_003315415.2	1998
SN:GCA_002251285.1	1980
SN:GCA_002251285.2	151
SN:GCA_004343775.1	910
SN:GCA_001812735.1	889
SN:GCA_900034435.1	151
SN:GCA_900034435.2	1932
SN:GCA_005044405.1	922
SN:GCA_002689995.1	1959
SN:GCA_900106725.1	154
SN:GCA_002842045.1	1929
SN:GCA_002876665.1	922
SN:GCA_003498175.1	240
SN:GCA_003498175.2	433
SN:GCA_004123835.1	154
SN:GCA_004123835.2	424
SN:GCA_003201815.1	154
SN:GCA_003201815.2	154
SN:GCA_001956105.1	1110
SN:GCA_001956105.2	1911
SN:GCA_004004125.1	2428
SN:GCA_004004125.2	424
SN:GCA_900515985.1	922
SN:GCA_003998235.1	154
SN:GCA_003856675.1	922
SN:GCA_004014095.1	2322
SN:GCA_004794085.1	2040
SN:GCA_004794085.2	2226
SN:GCA_003696505.1	2451
SN:GCA_005931035.1	1935
SN:GCA_900113605.1	928
SN:GCA_003725735.1	1941
SN:GCA_005237095.1	1950
SN:GCA_005237095.2	1029
SN:GCA_003935165.1	1851
SN:GCA_003935165.2	1944
SN:GCA_004013275.1	2322
SN:GCA_901542435.1	1953
SN:GCA_002252985.1	154
SN:GCA_004357905.1	2319
SN:GCA_002789715.1	1914
SN:GCA_003400105.1	154
SN:GCA_003400105.2	424
SN:GCA_004118675.1	2067
SN:GCA_004118675.2	1980
SN:GCA_002532715.1	2322
SN:GCA_003664995.1	412
SN:GCA_003934435.1	1947
SN:GCA_000979915.1	154
SN:GCA_002707605.1	2091
SN:GCA_002707605.2	154
SN:GCA_005280825.1	922
SN:GCA_002836415.1	154
SN:GCA_002104575.1	154
SN:GCA_004176105.1	744
SN:GCA_004176105.2	1890
SN:GCA_004176105.3	1959
SN:GCA_003024385.1	154
SN:GCA_004328705.1	2034
SN:GCA_003054965.1	154
SN:GCA_004353905.1	910
SN:GCA_900114775.1	154
SN:GCA_001908095.1	922
SN:GCA_002110165.1	922
SN:GCA_003703885.1	1950
SN:GCA_004346385.1	1167
SN:GCA_004346385.2	2028
SN:GCA_004346385.3	2118
SN:GCA_004011495.1	904
SN:GCA_003065605.1	1986
SN:GCA_003065605.2	2091
SN:GCA_005042305.1	922
SN:GCA_005038655.1	922
SN:GCA_002763575.1	151
SN:GCA_002763575.2	1947
SN:GCA_002729525.1	2115
SN:GCA_002729525.2	2118
SN:GCA_005217235.1	1929
SN:GCA_003260095.1	2439
SN:GCA_900636445.1	1953
SN:GCA_003314975.1	2424
SN:GCA_003962255.1	2310
SN:GCA_900169145.1	2112
SN:GCA_900169145.2	1998
SN:GCA_003258805.1	151
SN:GCA_004028375.1	151
SN:GCA_003146615.1	2064
SN:GCA_003146615.2	2124
SN:GCA_003639855.1	2322
SN:GCA_002845275.1	922
SN:GCA_900513385.1	922
SN:GCA_002083775.1	907
SN:GCA_002934095.1	1935
SN:GCA_002934095.2	756
SN:GCA_002933875.1	154
SN:GCA_001908375.1	154
SN:GCA_001908375.2	2055
SN:GCA_004919065.1	2316
SN:GCA_004919065.2	2139
SN:GCA_002812985.1	154
SN:GCA_003287935.1	1189
SN:GCA_003287935.2	2067
SN:GCA_003287935.3	2121
SN:GCA_003261015.1	154
SN:GCA_003261015.2	421
SN:GCA_003947565.1	1953
SN:GCA_003947565.2	2091
SN:GCA_003634215.1	154
SN:GCA_003203575.1	910
SN:GCA_003694965.1	1890
SN:GCA_003688995.1	2124
SN:GCA_003688995.2	2064
SN:GCA_006334285.1	922
SN:GCA_005045975.1	922
SN:GCA_002743395.1	1923
SN:GCA_002351465.1	154
SN:GCA_900100155.1	151
SN:GCA_900100155.2	430
SN:GCA_002241355.1	922
SN:GCA_002866255.1	151
SN:GCA_005796205.1	2088
SN:GCA_005796205.2	2106
SN:GCA_001888965.1	1962
SN:GCA_003577065.1	1992
SN:GCA_002855495.1	433
SN:GCA_002855495.2	2778
SN:GCA_002280875.1	151
SN:GCA_004921825.1	2418
SN:GCA_004013755.1	2322
SN:GCA_003241755.1	2028
SN:GCA_003417615.1	154
SN:GCA_003417615.2	126
SN:GCA_002258645.1	2043
SN:GCA_003173755.1	427
SN:GCA_003173755.2	904
SN:GCA_003410005.1	151
SN:GCA_003019855.1	919
SN:GCA_001767415.1	1797
SN:GCA_001767415.2	1905
SN:GCA_003220495.1	2376
SN:GCA_004005565.1	154
SN:GCA_004005565.2	1941
SN:GCA_003716425.1	922
SN:GCA_002079965.1	154
SN:GCA_002160305.1	1986
SN:GCA_002160305.2	2106
SN:GCA_004018875.1	154
SN:GCA_005047575.1	1944
SN:GCA_002983705.1	2322
SN:GCA_004354915.1	2094
SN:GCA_004354915.2	154
SN:GCA_005237985.1	1950
SN:GCA_005237985.2	1029
SN:GCA_006376385.1	151
SN:GCA_002931515.1	2223
SN:GCA_002931515.2	2100
SN:GCA_002024565.1	1929
SN:GCA_003602285.1	2124
SN:GCA_003602285.2	2109
SN:GCA_005774305.1	2073
SN:GCA_005774305.2	2160
SN:GCA_001915335.1	406
SN:GCA_001915335.2	1875
SN:GCA_002909375.1	154
SN:GCA_002909375.2	2079
SN:GCA_900457175.1	922
SN:GCA_003439065.1	1872
SN:GCA_003439065.2	418
SN:GCA_005785045.1	151
SN:GCA_006334145.1	922
SN:GCA_002796855.1	154
SN:GCA_003477525.1	1503
SN:GCA_003477525.2	151
SN:GCA_003477525.3	1926
SN:GCA_003951715.1	154
SN:GCA_003951715.2	433
SN:GCA_001815585.1	1905
SN:GCA_003998075.1	154
SN:GCA_005116465.1	1932
SN:GCA_001899805.1	922
SN:GCA_900104415.1	160
SN:GCA_003112675.1	1914
SN:GCA_003112675.2	2157
SN:GCA_004342915.1	154
SN:GCA_003469365.1	1878
SN:GCA_003469365.2	1962
SN:GCA_003481635.1	1923
SN:GCA_003075195.1	433
SN:GCA_003075195.2	154
SN:GCA_002850695.1	154
SN:GCA_003111685.1	154
SN:GCA_003752365.1	1983
SN:GCA_003752365.2	2115
SN:GCA_003096515.1	916
SN:GCA_003943715.1	1950
SN:GCA_900105695.1	2031
SN:GCA_900105695.2	2124
SN:GCA_004339095.1	1899
SN:GCA_003338635.1	922
SN:GCA_003599915.1	1977
SN:GCA_002879675.1	2082
SN:GCA_002879675.2	2127
SN:GCA_005217845.1	1926
SN:GCA_002998605.1	1923
SN:GCA_001770705.1	928
SN:GCA_900112555.1	1974
SN:GCA_002742365.1	2001
SN:GCA_003480695.1	151
SN:GCA_003480695.2	418
SN:GCA_005234225.1	1947
SN:GCA_003474105.1	573
SN:GCA_003474105.2	1359
SN:GCA_001982645.1	2493
SN:GCA_001999465.1	154
SN:GCA_900132645.1	1932
SN:GCA_900132645.2	2028
SN:GCA_003311635.1	424
SN:GCA_003311635.2	154
SN:GCA_002224675.1	1977
SN:GCA_002224675.2	151
SN:GCA_004013435.1	2322
SN:GCA_002967695.1	424
SN:GCA_002967695.2	901
SN:GCA_002865485.1	1938
SN:GCA_003384035.1	1923
SN:GCA_003203775.1	154
SN:GCA_003203775.2	2073
SN:GCA_006334615.1	154
SN:GCA_900101015.1	2037
SN:GCA_003696645.1	2400
SN:GCA_003696645.2	1881
SN:GCA_900142285.1	1914
SN:GCA_003469465.1	1935
SN:GCA_003469465.2	151
SN:GCA_005045845.1	922
SN:GCA_003590775.1	1977
SN:GCA_003590775.2	154
SN:GCA_005774215.1	2073
SN:GCA_005774215.2	2160
SN:GCA_002953555.1	2322
SN:GCA_000827835.1	154
SN:GCA_001866125.1	151
SN:GCA_004167725.1	2319
SN:GCA_004167725.2	2139
SN:GCA_002576065.1	1929
SN:GCA_004013065.1	2322
SN:GCA_900099645.1	922
SN:GCA_004209725.1	2469
SN:GCA_004012355.1	2322
SN:GCA_002011985.1	922
SN:GCA_003634515.1	919
SN:GCA_002985555.1	2421
SN:GCA_001860165.1	154
SN:GCA_001860165.2	421
SN:GCA_005435195.1	154
SN:GCA_002811925.1	1926
SN:GCA_002811925.2	2136
SN:GCA_002804065.1	1908
SN:GCA_003998265.1	154
SN:GCA_004101545.1	1947
SN:GCA_003611575.1	2469
SN:GCA_002696005.1	154
SN:GCA_900102405.1	925
SN:GCA_003726095.1	1932
SN:GCA_002168155.1	1974
SN:GCA_900119265.1	154
SN:GCA_901289675.1	151
SN:GCA_004799135.1	1923
SN:GCA_002533135.1	2322
SN:GCA_003612775.1	1947
SN:GCA_003612775.2	2115
SN:GCA_006378235.1	897
SN:GCA_006378235.2	2106
SN:GCA_006378235.3	1230
SN:GCA_900495625.1	151
SN:GCA_003349885.1	154
SN:GCA_003388735.1	1911
SN:GCA_003096675.1	2019
SN:GCA_900512495.1	922
SN:GCA_900107795.1	1911
SN:GCA_900107795.2	1983
SN:GCA_003129945.1	919
SN:GCA_002735765.1	910
SN:GCA_900142585.1	1929
SN:GCA_001990765.1	151
SN:GCA_002084115.1	154
SN:GCA_900517835.1	922
SN:GCA_900636135.1	922
SN:GCA_003700715.1	922
SN:GCA_002708885.1	1863
SN:GCA_002708885.2	2563
SN:GCA_900302505.1	154
SN:GCA_003500455.1	1869
SN:GCA_003500455.2	180
SN:GCA_003479335.1	421
SN:GCA_003479335.2	151
SN:GCA_003479335.3	172
SN:GCA_005043415.1	922
SN:GCA_900506645.1	922
SN:GCA_900513425.1	922
SN:GCA_003464355.1	160
SN:GCA_002208825.1	151
SN:GCA_002208825.2	421
SN:GCA_003722235.1	2472
SN:GCA_003634345.1	1860
SN:GCA_003634345.2	1956
SN:GCA_003473525.1	157
SN:GCA_002368095.1	424
SN:GCA_002939965.1	154
SN:GCA_006375755.1	1947
SN:GCA_900184095.1	2415
SN:GCA_900110745.1	1977
SN:GCA_900110745.2	1965
SN:GCA_900104955.1	154
SN:GCA_001890975.1	1923
SN:GCA_004362055.1	1869
SN:GCA_004362055.2	1941
SN:GCA_002007065.1	1941
SN:GCA_002007065.2	1872
SN:GCA_900129285.1	154
SN:GCA_001812895.1	2103
SN:GCA_001812895.2	2037
SN:GCA_001753205.1	1926
SN:GCA_005041705.1	922
SN:GCA_005042275.1	922
SN:GCA_003909355.1	922
SN:GCA_005117025.1	922
SN:GCA_002895495.1	1926
SN:GCA_001951455.1	922
SN:GCA_001769215.1	1965
SN:GCA_001769215.2	1866
SN:GCA_003242035.1	1938
SN:GCA_001957065.1	154
SN:GCA_001769655.1	2001
SN:GCA_001769655.2	1833
SN:GCA_003027665.1	922
SN:GCA_004021535.1	154
SN:GCA_003602275.1	2109
SN:GCA_003602275.2	2073
SN:GCA_005041255.1	922
SN:GCA_003478615.1	151
SN:GCA_003478615.2	1914
SN:GCA_003254285.1	949
SN:GCA_005238475.1	1947
SN:GCA_003519985.1	2430
SN:GCA_900515255.1	922
SN:GCA_003488085.1	154
SN:GCA_004216755.1	922
SN:GCA_005388365.1	154
SN:GCA_004564375.1	2004
SN:GCA_004564375.2	2109
SN:GCA_005045385.1	922
SN:GCA_002269515.1	154
SN:GCA_005233975.1	922
SN:GCA_900043795.1	151
SN:GCA_002858845.1	151
SN:GCA_004960125.1	922
SN:GCA_003703185.1	922
SN:GCA_002692825.1	421
SN:GCA_002692825.2	151
SN:GCA_002568655.1	1929
SN:GCA_003201655.1	2034
SN:GCA_003610315.1	2088
SN:GCA_004020645.1	154
SN:GCA_005490985.1	2010
SN:GCA_005490985.2	2187
SN:GCA_001800165.1	154
SN:GCA_002252835.1	154
SN:GCA_900108955.1	1863
SN:GCA_900108955.2	1941
SN:GCA_900188325.1	1959
SN:GCA_900188325.2	1881
SN:GCA_900235815.1	922
SN:GCA_004831835.1	922
SN:GCA_003446985.1	436
SN:GCA_003463145.1	1983
SN:GCA_003463145.2	1833
SN:GCA_001807855.1	1953
SN:GCA_900111805.1	2040
SN:GCA_000970025.1	154
SN:GCA_002954355.1	1938
SN:GCA_002954355.2	1854
SN:GCA_003487765.1	1890
SN:GCA_003487765.2	933
SN:GCA_005877055.1	2121
SN:GCA_005877055.2	2169
SN:GCA_002871995.1	2121
SN:GCA_002871995.2	2031
SN:GCA_002705045.1	2421
SN:GCA_001797275.1	1929
SN:GCA_001797275.2	1989
SN:GCA_001797275.3	921
SN:GCA_004801005.1	1959
SN:GCA_900660485.1	1923
SN:GCA_002083645.1	433
SN:GCA_002083645.2	154
SN:GCA_900500925.1	922
SN:GCA_900449865.1	154
SN:GCA_900449865.2	76
SN:GCA_003031665.1	922
SN:GCA_001941975.1	1926
SN:GCA_002577665.1	1929
SN:GCA_900129265.1	1905
SN:GCA_004831655.1	922
SN:GCA_001955595.1	1911
SN:GCA_004011905.1	2064
SN:GCA_006351225.1	922
SN:GCA_001809055.1	1947
SN:GCA_003461485.1	1986
SN:GCA_003461485.2	2076
SN:GCA_002720595.1	2421
SN:GCA_005395625.1	922
SN:GCA_004346085.1	904
SN:GCA_002209245.1	2418
SN:GCA_006364735.1	154
SN:GCA_900454605.1	1908
SN:GCA_900113925.1	892
SN:GCA_004023085.1	154
SN:GCA_002256385.1	1941
SN:GCA_003460035.1	1962
SN:GCA_003460035.2	1872
SN:GCA_001983935.1	1116
SN:GCA_001983935.2	2505
SN:GCA_001983935.3	1920
SN:GCA_003122795.1	154
SN:GCA_005045745.1	922
SN:GCA_900111075.1	1944
SN:GCA_002861345.1	2100
SN:GCA_003605635.1	3609
SN:GCA_003217055.1	154
SN:GCA_001758345.1	151
SN:GCA_004322975.1	922
SN:GCA_003477595.1	1914
SN:GCA_003477595.2	151
SN:GCA_900516455.1	922
SN:GCA_003094695.1	615
SN:GCA_003094695.2	151
SN:GCA_003094695.3	1890
SN:GCA_003435895.1	1965
SN:GCA_003435895.2	1878
SN:GCA_001758365.1	1914
SN:GCA_006376225.1	1947
SN:GCA_900476005.1	154
SN:GCA_002690705.1	2466
SN:GCA_005146615.1	922
SN:GCA_002252955.1	154
SN:GCA_003220655.1	154
SN:GCA_003596845.1	922
SN:GCA_004173095.1	2442
SN:GCA_003050825.1	154
SN:GCA_002279205.1	901
SN:GCA_900507735.1	922
SN:GCA_003474345.1	1956
SN:GCA_003474345.2	1845
SN:GCA_002096355.1	1947
SN:GCA_003762925.1	154
SN:GCA_001998245.1	2322
SN:GCA_003923535.1	922
SN:GCA_900102745.1	2031
SN:GCA_002575085.1	1929
SN:GCA_900101095.1	1974
SN:GCA_004801825.1	922
SN:GCA_003775325.1	922
SN:GCA_002088275.1	154
SN:GCA_002088275.2	2025
SN:GCA_900114895.1	919
SN:GCA_900515545.1	922
SN:GCA_900215625.1	1929
SN:GCA_900199205.1	2112
SN:GCA_900199205.2	2025
SN:GCA_003265995.1	2418
SN:GCA_005384225.1	922
SN:GCA_003384855.1	2079
SN:GCA_003384855.2	2016
SN:GCA_900110965.1	919
SN:GCA_005048335.1	1935
SN:GCA_004331035.1	151
SN:GCA_003788685.1	922
SN:GCA_006228165.1	919
SN:GCA_900113865.1	2073
SN:GCA_900113865.2	154
SN:GCA_005280945.1	922
SN:GCA_003850545.1	154
SN:GCA_003253995.1	154
SN:GCA_001871315.1	2310
SN:GCA_004022815.1	154
